id	tokens
1618	Reactive systems with Eclipse Vert.x and Red Hat OpenShift
1619	Monitoring Java application performance using Thermostat
1620	Run .NET and SQL Server natively on Linux with OpenShift
1621	Bringing Red Hat benefits to Spring Boot and Spring Cloud
1622	Reproducible development to live applications with Java and Red Hat CDK
1623	The app is written—I wonder what the users will think
1624	Developing cloud-ready Camel microservice
1625	Microservices and OpenShift with .NET Core and .NET Standard 2.0
1626	Converging insightful, data-led applications with traditional web applications
1627	Building secure IoT solutions
1628	An open platform to support digital transformation
1629	Open Service Broker API: Enabling microservices in the enterprise
1630	Scaling Agile in a large matrixed organization
1631	Mastering deployments with Kubernetes & OpenShift
1632	Achieving deployment excellence with OpenShift.io
1633	The power of cloud workspaces in OpenShift.io
1634	Increasing developer confidence and reducing development risk with OpenShift.io analytics
1635	An introduction to OpenShift.io, an end-to-end OpenShift development platform in the cloud
1636	DevNation afternoon general session
1637	DevNation Morning General Session (Raw and un-cut)
1638	DevNation Afternoon General Session
1639	2012 Red Hat Summit: Achieving top network performance
1640	2012 Red Hat Summit: Part1; Performance Analysis & Tuning of Red Hat Enterprise Linux
1641	Accelerate DevOps with Red Hat Consulting and  OpenShift Enterprise by Red Hat
1642	Deploying MongoDB using Linux containers
1643	Engineering VP talks RHEL 6 features
1644	Manage resources for HPC workloads with Red Hat Enterprise Linux 7
1645	Red Hat Mobile Application Platform Overview Demo
1646	Red Hat Enterprise Linux 7: Insights into its planning
1647	ING services Poland transforms its data center with Red Hat solutions
1648	Evolving Today’s Organization for Mobile Excellence
1649	Intro to OpenShift Express (Fedora)
1650	Installing software using YUM – Red Hat System Administration I (RH124)
1651	Red Hat Enterprise Linux 7: Redefining the Enterprise OS
1652	Linux containers and application isolation - Cockpit and Docker system resource management
1653	Red Hat CEO on RHEL 6
1654	Deploy HPC workloads in Linux containers with Red Hat Enterprise Linux Atomic Host
1655	Identity management in Red Hat Enterprise Linux
1656	Red Hat Enterprise Linux networking updates -- NetworkManager CLI
1657	In Their Own Words: Introducing Red Hat Enterprise Linux 7 Beta | Part One
1658	In Their Own Words: Introducing Red Hat Enterprise Linux 7 Beta | Part Two
1659	tw telecom: Performance, supportability & availability improvements with Red Hat Enterprise Linux
1660	Cox Enterprises Trusts in Red Hat: A Red Hat Customer Success Story
1661	Linux containers and application isolation - Using Cockpit with Docker
1662	Conquer IT Costs
1663	Deploy applications in a Linux container with Red Hat JBoss EAP
1664	Deploying Red Hat Enterprise Linux OpenStack Platform with Packstack and Foreman
1665	Standardize on Red Hat Enterprise Linux
1666	Managing Red Hat Enterprise Linux OpenStack Platform
1667	2014 Red Hat Summit: Introduction to Red Hat Enterprise Linux OpenStack Platform
1668	Fedora 14: Fedora to Red Hat Enterprise Linux
1669	Deploying Oracle databases in Linux containers
1670	Systemd Service & Resource Management in Red Hat Enterprise Linux
1671	2012 Red Hat Summit: Build a PaaS using Open Source Software
1672	API Mapper & Forms Data Sources
1673	DAA Mobile App
1674	Red Hat Enterprise Linux installer -- Active Directory domain
1675	Red Hat Enterprise Linux 7 - Docker Overview
1676	Red Hat Enterprise Linux stability and reliability
1677	NUMA Programming on Red Hat Enterprise Linux 6, Pt 1 - Introduction to NUMA
1678	Manage IT resources with cgroups (demo)
1679	RHEL6: Performance highlights
1680	Red Hat OpenShift express demo
1681	2012 Red Hat Summit: Part 2; Performance Analysis & Tuning of Red Hat Enterprise Linux
1682	JBoss Platform-as-a-Service (PaaS)
1683	Secure-24 partners with Red Hat to support billion-dollar entities
1684	Product Overviews: Using Systemtap
1685	Coming May 15, 2012: Celebrate 10 years of Red Hat Enterprise Linux
1686	Red Hat and Cisco: The future is open
1687	Red Hat gives Adobe a flexible IT canvas
1688	FICO Analytic Cloud brings analytics to the masses with OpenShift Enterprise by Red Hat
1689	2012 Red Hat Summit: Red Hat Enterprise Virtualization overview
1690	How code makes it into Red Hat Enterprise Linux
1691	FeedHenry and Telefonica Digital: Where Mobile Meets Cloud
1692	2012 Red Hat Summit: Red Hat Enterprise Linux 6 AD Integration/Samba Clusters Overview
1693	2012 Red Hat Summit: How Red Hat OpenShift Achieves Multi-Tenancy in the Cloud
1694	How to Build Drag and Drop App Forms in Minutes on FeedHenry3
1695	Red Hat Taste of Training: Managing SELinux modes on your system
1696	Red Hat OpenShift flex demo
1697	IT Professionals worldwide are getting certified on Red Hat OpenStack Platform
1698	Open Sourcing The Enterprise: Ten Years Of Red Hat Enterprise Linux
1699	2012 Red Hat Summit: Clustered Applications with Red Hat Enterprise Linux 6
1700	Red Hat OpenShift Enterprise Use Case Animation
1701	MongoDB and modern agile development
1702	JBoss EAP 7 Management Console Overview
1703	Appcelerator relies on Red Hat
1704	Effectively scale by maximizing efficiency through the cloud
1705	FICO builds for the future with Red Hat OpenShift on OpenStack
1706	The OpenShift Ecosystem: Red Hat Customer Success Stories
1707	Continuous Integration with Puppet and OpenShift
1708	FeedHenry Mobile App Platform Integration with Airwatch MDM
1709	Webinar: Yankee Research on How New Mobile Platform Approaches Deliver Better Return on Mobility
1710	Get Your Mobile Enterprise Apps to Market Faster
1711	Using Java EE 6 with OpenShift Express running JBoss AS 7 (all 8 segments in one video)
1712	Red Hat Mobile Application Platform - Teams and Collaboration
1713	FeedHenry Mobile App Platform
1714	How to Build an App in Minutes on Red Hat's Mobile App Platform
1715	Using JBoss EAP 7 with Red Hat OpenShift Container Platform
1716	Starting Red Hat CDK and OpenShift 3 in JBoss Developer Studio 9.1
1717	Offline CLI with JBoss EAP 7
1718	Get started with JBoss EAP 7, using JBoss Developer Studio 10
1719	Deploy Docker images on OpenShift 3 with Red Hat Developer Studio
1720	Docker+Kubernetes+OpenShift Demo
1721	Cross datacenter replication and disaster recovery with Red Hat JBoss Data Grid
1722	Quick Tour #1: JBoss BRMS Easy Install Project
1723	Apache Spark iBeacon Tracking
1724	TI SensorTag to Lightblue Bean via Intel Edison MQTT
1725	Red Hat Mobile Application Platform overview demo
1726	Paul Cormier & Burr Sutter Day 2 Keynote - Red Hat Summit 2016 - #theCUBE #RHSummit
1727	Getting Started with JBoss Enterprise Application Platform 7
1728	Getting started with JBoss EAP 7 Beta
1729	CDK2 installation walk through
1730	How to Integrate MBaaS Services with Backend Systems
1731	Demonstrating the JBoss Fuse SAP Tool Suite Preview
1732	Installing the JBoss Fuse SAP Tool Suite
1733	The IoT Gateway Dream Team: Eclipse Kura & Apache Camel
1734	Red Hat: Open Playground
1735	Devoxx4Kids Day at JavaOne 2014
1736	Java EE 7 at Bratislava JUG
1737	Red Hat JBoss Unified Push Server Introduction
1738	AeroGear Push 101
1739	Developing a Push enabled Cordova Applications using Aerogear Push Server with JBoss Dev. Studio
1740	JUDCon 2012 - The Future of the Enterprise Service Bus at JBoss
1741	Red Hat Summit 2010 promo
1742	Focus On: JBoss Enterprise Business Rules Management System 5.3 (BRMS)
1743	2012 Red Hat Summit: Part 1, Red Hat Enterprise Linux Roadmap
1744	NYSE Euronext Depends on JBoss: A Red Hat Customer Success Story
1745	Focus On: JBoss Enterprise Portal Platform
1746	JUDCon 2012 - OpenShift State of the Union
1747	Heidelberg becomes Interactive Using Red Hat and JBoss: A Red Hat Customer Success Story
1748	Simplify with JBoss Enterprise SOA
1749	Open - JBoss Enterprise SOA Platform 5
1750	2012 JBoss World: Craig Muzilla, Mark Little middleware keynote
1751	Recap: 2011 Red Hat Summit and JBoss World
1752	JUDCon 2012 - jBPM & Drools Go Enterprise
1753	2012 Red Hat Summit: An Overview of Red Hat Cloud & Systems Management Portfolio
1754	JUDCon 2012 - Modular Java EE in the Cloud
1755	JUDCon 2012 - Mobilize your application using JBoss
1756	Paul Daugherty keynote (2011 Red Hat Summit & JBoss World)
1757	2012 Red Hat Summit: Build an Intelligent, Integrated Enterprise with Red Hat & JBoss
1758	Mix well: 2011 Red Hat Summit and JBoss World
1759	2012 Red Hat Summit: Red Hat Cloud - Present, Future & Benefits
1760	JBoss ON: Management simplified
1761	JBoss Enterprise Portal Platform 5.0 demo
1762	Paul Cormier keynote: We've changed the world (2011 Red Hat Summit & JBoss World)
1763	JUDCon 2012 - Deep Dive into Your Business Processes using jBPM
1764	Jim Whitehurst keynote (2011 Red Hat Summit & JBoss World)
1765	JUDCon 2012 - Enterprise Services Made Easy with SwitchYard
1766	Home mortgage origination demo with JBoss Enterprise Middleware
1767	Travel Channel: A Red Hat Customer Success Story
1768	The Intelligent, Integrated Healthcare System
1769	Sprint Relies on Red Hat
1770	2012 Red Hat Summit: Building Your Next Generation IT Infrastructure with Red Hat
1771	INTTRA relies on Red Hat
1772	2012 Red Hat Summit: Part 2, Red Hat Enterprise Linux Roadmap
1773	Roche relies on Red Hat
1774	tw telecom: How to increase productivity & performance with Red Hat JBoss Middleware
1775	2012 Red Hat Summit: New & More Effective Management for JBoss Enterprise Middleware
1776	2012 Red Hat Summit: Jim Whitehurst, Red Hat Keynote
1777	What's on Brian's mind? - Opening the cloud
1778	2012 Red Hat Summit: Brian Stevens, Red Hat keynote
1779	Enabling JBoss for operations
1780	Infosys Finacle Lite powered by Red Hat Enterprise Linux and Jboss Middleware
1781	JUDCon 2012 - Pages from the Bad Day at Work Diary (Tattletale)
1782	Craig Muzilla keynote - JBoss Everywhere: Better for the Enterprise. Ready for the Cloud.
1783	Lew Tucker keynote: Cloud computing with Red Hat & Cisco (2011 Red Hat Summit & JBoss World)
1784	Steve Dietch keynote: Build and manage clouds (2011 Red Hat Summit & JBoss World)
1785	American Psychological Association: A Red Hat Customer Success Story
1786	2012 Red Hat Summit: Tuning & Benchmarking JBoss Enterprise Application Platform Session Clustering
1787	JBoss Enterprise Middleware overview
1788	John Newton keynote: Content - A Story (2011 Red Hat Summit & JBoss World)
1789	Affordable - JBoss Enterprise SOA Platform 5
1790	2012 Summit Promo
1791	Brian Stevens keynote (2011 Red Hat Summit & JBoss World)
1792	General Hugh Shelton keynote (2011 Red Hat Summit & JBoss World)
1793	Simplifying JBoss administration
1794	Inna Kuznetsova keynote (2011 Red Hat Summit & JBoss World)
1795	Intro to OpenShift Express (Mac)
1796	JavaOne 2012: Polyglot Something Something
1797	JavaOne 2012: Ike Eating Ice Cream Sandwich
1798	JavaOne 2012: Leveraging jQuery plugins to create JSF Components
1799	JavaOne 2012: The JBoss Data Grid, or Enterprise-grade Infinispan
1800	JavaOne 2012: Today's Rapid Java EE Development: Live Coding from Scratch to Deployment
1801	JavaOne 2012: CDI in the browser. Wait! What?
1802	JavaOne 2012: Native Mobile Development with AeroGear, and Apache Cordova
1803	JavaOne 2012: Introduction to JBoss Developer Framework
1804	JavaOne 2012: Zero to app in 30 minutes
1805	JavaOne 2012: Mobile JSF with RichFaces
1806	Red Hat JBoss xPaaS services for OpenShift
1807	JavaOne 2012: OSGi in AS7
1808	JavaOne 2012: The Arquillian Universe
1809	JavaOne 2012: BRMS 5.3 Overview
1810	JavaOne 2012: No sweat with JBoss Data Grid
1811	Intro to OpenShift Express (Windows)
1812	JUDCon 2012 - jRuby On Steroids: Why invokedynamic is a Game-Changer
1813	JUDCon 2102 - DYNJS: (Almost) 100% invokedynamic Javascript Implementation
1814	JavaOne 2012: SOA in a SwitchYard World
1815	JavaOne 2012: JPA vs NoSQL: face the conflict with Hibernate OGM
1816	JUDCon 2012 - Web-Based BPM with jBPM5
1817	JavaOne 2012: Ease into Cloud with JBoss EAP 6
1818	JavaOne 2012: In-Browser Storage and JAX-RS Clients: Typesafe Edition
1819	JBoss Data Grid: Performance test on a 500 node cluster
1820	Red Hat Software Collections - Langdon White
1821	Red Hat Enterprise Linux Atomic Host - Mike McGrath
1822	Red Hat Enterprise Linux - Denise Dumas
1823	Red Hat JBoss Enterprise Application Platform - Dimitris Andreadis
1824	Red Hat Software Collections - Dan Courcy
1825	Red Hat JBoss Data Grid - Divya Mehra
1826	Red Hat JBoss Fuse - Hiram Chirino
1827	Red Hat Development Suite - Todd Mancini
1828	Containers  - Matt Hicks
1829	Red Hat JBoss BPM Suite - Prakash Aradhya
1830	Red Hat JBoss BPM Suite - Kris Verlaenen
1831	Red Hat Container Development Kit - Lalatendu Mohanti
1832	Red Hat JBoss BRMS - Mark Proctor
1833	Red Hat JBoss Data Grid - Syed Rasheed
1834	Red Hat JBoss Data Virtualization - Kim Palko
1835	Red Hat Mobile Application Platform - Mícheál Ó Foghlú
1836	Red Hat Mobile Application Platform - John Frizzelle
1837	Red Hat Developer Toolset - Matt Newsome
1838	JBoss A-MQ - Dave Ingham
1839	Run Your Java EE Apps with WildFly Swarm in Oracle Application Container Cloud
1840	Introduction to OpenShift
1841	Microservices for Java Developers (Christian Posta)
1842	Microservices with Kubernetes, Docker, and Jenkins  (Rafael Benevides, Christian Posta)
1843	Reactive Distributed Applications with Vertx
1844	Refactoring your Code with Java 8  Functional Programming to the Rescue
1845	Microservices and How WildFly Swarm Can Play a Part
1846	Java and DevOps Supercharge your Delivery Pipeline with Containers (Edson Yanaga)
1847	CDI 2 is coming (Antoine Sabot Durand)
1848	High Performance Apache Spark using In Memory Data - Thomas Qvarnström
1849	Intro to Microservices (Burr Sutter)
1850	7 Java EE7 Things You Can Do With JBoss EAP7
1851	Dockerized System Testing, with a Dash of Chaos (Aslak Knutsen, Bartosz Majsak)
1852	Kubernetes for Java Developers (Edson Yanaga, Rafael Benevides)
1853	Openshift Enterprise 3 Walk-Through With Docker And Kubernetes (Grant Shipley)
1854	Developing and Deploying Cloud-Native Apps as Resilient Microservices Architectures (Edson Yanaga)
1855	IPaaS 2.0: Fuse Integration Services (Robert Davies, Keith Babo)
1856	Software Collections: Easy Access To The Cutting Edge (Langdon White)
1857	Scaling In-Memory Data Grid Automatically With Kubernetes (Ray Tsang)
1858	Red Hat Mobile Application Platform: A Walk-Through (Cian Clarke)
1859	Putting The 'M' In MBaaS (Jay Balunas)
1860	Optimizing Code For Modern Processors (William Cohen)
1861	7 Must-Try User Experience Tactics For Developers (Tiffany Nolan & Catherine Robson)
1862	Agile Is A Four-Letter Word (Jen Krieger)
1863	Analyzing Java Applications Using Thermostat (Omair Majid)
1864	Building Progressive Web Apps (Kyle Buchanan)
1865	Fabric8-Ing Continuous Improvement - Kubernetes/Jenkins Pipeline (James Rawlings & James Strachan)
1866	How To Get The Most Out Of Your Hibernate (Ståle Pedersen)
1867	Tracking Huge Files With Git LFS (Tim Pettersen)
1868	Ultimate DevOps: OpenShift Dedicated With CloudBees Jenkins Platform (Andy Pemberton)
1869	Shenandoah GC: Java Without The Garbage Collection Hiccups (Christine Flood)
1870	Meet The Assertable Chaos Monkeys For Your Docker System (Aslak Knutsen & Bartosz Majsak)
1871	JavaScript: The New Parts (Joshua Wilson, Red Hat & Michael Clayton)
1872	.NET And Java And Containers: It’S A Brave New World (Don Schenck)
1873	Full Stack Development With Node.Js And NoSQL (Nic Raboy & Arun Gupta)
1874	Cryptography: What Every Application Developer Needs To Know (Bruno Oliveira)
1875	Java 9 Modularity In Action (Paul Bakker & Sander Mak)
1876	Vert.X: Microservices Were Never So Easy (Clement Escoffier)
1877	Containers: Under The Hood (Vincent Batts)
1878	Developing In Python On Red Hat Platforms (Nick Coghlan & Graham Dumpleton)
1879	From Object-Oriented To Functional-Domain Modeling (Mario Fusco)
1880	Building Reactive Applications With Node.Js Data Grid (Galder Zamarreño & Divya Mehra)
1881	A Quick Guide To .NET Development On Red Hat Enterprise Linux (Rick Wagner)
1882	Boost Development With Java EE7 On EAP7 (Demitris Andreadis)
1883	Developer Meet Designer (Andres Galante & Brian Leathem)
1884	Decomposing A Java EE Monolith Into WildFly Swarm Microservices
1885	DevOps Moves To Production (Lori MacVittie)
1886	Learning From Astronauts How To Be Better Developers (Sam Atkinson)
1887	Push It. Push It Good: Continuous Integration And Deployment For The People (Andrew Lee Rubinger)
1888	You've Got Microservices... Let's Secure Them
1889	An Introduction To Node.Js For Java Developers (Richard Rodger)
1890	Monitoring Application-Specific Behavior Using Thermostat And Byteman (Andrew Dinn)
1891	Mobile, Microservices, And Containers (John Frizelle)
1892	CDK 2.0: Docker, Kubernetes, And OSE On Your Desk (Langdon White)
1893	Developing With OpenShift Without The Build Waits (Peter Larsen)
1894	An Introduction To Eclipse Che: A Next-Generation Java IDE (Tyler Jewell)
1895	Write Powerful Javascript Modules To Make Your Apps DRY (Brian Leathem)
1896	Getting started on .NET for Red Hat Developer Program (Jon Galloway & Scott Hunter)
1897	Open Source IoT Gateway: A Tale Of Eclipse Kura, Apache Camel, And Rhiot (Henryk Konsek)
1898	Drools 7.X Happenings And Roadmap (Mark Proctor)
1899	Afternoon General Session (Part 2)
1900	Afternoon General Session (Part 1)
1901	DevNation 2016 KeyNote
1902	OpenShift Commons Briefing: Operational Dashboard for OpenShift V3 and Kubernetes
1903	OpenShift Commons Briefing: Using OpenShift as a Mobile Backend John Frizelle (Red Hat)
1904	OpenShift Commons Briefing: CI/CD Workflows on OpenShift with Tom Trahan and Avi Cavale(Shippable)
1905	OpenShift Commons Briefing: OpenShift V3 Beta 4 Traing on Operation Workflow
1906	OpenShift Commons Briefings: Metering MicroServices on OpenShift with 6Fusion's Delano Seymour
1907	OpenShift Commons Briefing: OpenShift V3 Beta 3 Training Session with Erik Jacobs (Red Hat)
1908	OpenShift Commons Briefing: Continuous Development with JRebel on OpenShift
1909	OpenShift Commons Briefing: Scheduling Pods for High Availability with Abhishek Gupta (Red Hat)
1910	OpenShift Commons Briefing: OpenShift and Monitoring with Thomas Wiest (Red Hat)
1911	OpenShift Commons Briefing: OpenShift V3 Features Update with Joe Fernandes
1912	OpenShift Commons Briefing  with Mike Barrett V3 Update
1913	OpenShift Commons Briefing: OpenShift V3 And Storage (Mark Turansky)
1914	OpenShift Commons Briefing on Operations @OpenShift Online with Adam Miller
1915	WebSphere Application Server on Red Hat OpenShift Enterprise
1916	OpenShift Origin Community Hangout: Getting Started with ElasticSearch on OpenShift
1917	OpenShift Origin Community Hangout: Sync Diff Project & Persistence
1918	OpenShift Origin Community Hangout: HA Puppet Modules explained
1919	Zero To Cloud: Revolutionize your Application Lifecycle with OpenShift FISL15  May 2014
1920	Building OpenShift Cartridges in Spanish w/ English Slides by Alex Oviedo FISL15 May 2014
1921	The GetUpCloud Story: OpenShift Origin PaaS in Action FISL15 May 2014 Porto Alegre Brasil
1922	OpenShift Origin Community Hour: Using OpenShift Cartridges at Jelastic
1923	Part 2: Drupal in the Cloud with OpenShift NYCCampDrupal 2014-04-10 Part 2
1924	Drupal in the Cloud with OpenShift NYCCampDrupal 2014-04-10 Part 1
1925	OpenShift and Microsoft .NET in Action
1926	OpenShift Origin Community Hangout: DotNet on OpenShift
1927	OpenShift Origin Weekly Hangout: OpenShift Origin at GetUpCloud
1928	OpenShift Origin Weekly Community Hangout: The Heat is On!
1929	OpenShift Origin Weekly Community Hangout: Identity Mgmt with Dmitri Pal
1930	OpenShift Origin Community Hangout: Solum Update with Clayton Coleman & Chris Alfonso
1931	OpenShift Origin Community Hangout: A Conversation with the OpenShift UX Design team
1932	OpenShift Origin Community Hangout: Theming the Console with Steve Goodwin
1933	OpenShift Origin Community Hangout: SCLs and OpenShift
1934	OpenShift Origin Community Hangout: Sneak Peak at OpenShift Orign Index Project
1935	Behind-the-scenes of .NET on Red Hat Enterprise Linux
1936	Red Hat Booth at Devoxx Belgium 2015
1937	JRuby 9000 by Charles Nutter
1938	From object oriented to functional domain modeling by Mario Fusco
1939	vert.x 3 - be reactive on the JVM but not only in Java by Clement Escoffier/Paulo Lopes
1940	CDI 2.0 is coming by Antoine Sabot-Durand/José Paumard
1941	Process-driven applications: let BPM do (some of) your work by Kris Verlaenen
1942	Doing Open Source (The Right Way) by Charles Nutter
1943	Hit the plumber - develop a realtime web application with vert.x 3 by Clement Escoffier/Paulo Lopes
1944	Docker Tooling for JavaEE Developers by Xavier Coulon
1945	fabric8 - Java developer tools for Kubernetes and OpenShift by Roland Huß
1946	JBoss@JavaOne 2014: Java and Mongo for a fun mapping experience - Steve Citron-Pousty
1947	JBoss@JavaOne 2014: Ceylon's fast-growing ecosystem - Stephane Epardaud
1948	JBoss@JavaOne 2014: Building Java EE Applications FAST - George Gastaldi & Lincoln Baxter
1949	JBoss@JavaOne 2014: Automatically scaling Java applications in the cloud - Steve Pousty
1950	JBoss@JavaOne 2014: The Path to CDI 2.0 - Antoine Sabot-Durand
1951	JBoss@JavaOne 2014: Scaling Your Database With Infinispan - Mircea Markus
1952	JBoss@JavaOne 2014: Develop Modern Java Web Applications w/ Java EE7 - Grant Shipley
1953	JBoss@JavaOne 2014: Developing Modern Mobile Applications - Sebastien Blanc
1954	JBoss@JavaOne 2014: Mythbusters: ORMs and SQL - Good or Bad? - Emmanuel Bernard
1955	Developer Interview (#DI18) - Rafael Benevides about Docker for Java EE Developers
1956	Thomas Qvarnstrom (@tqvarnst) Continuous Delivery with Docker Containers and Java EE
1957	Developer Interview (#DI17) with Alex Soto (@alexsotob) Arquillian, Docker and Testing In Containers
1958	Developer Interview (#DI15) with Niko Köbler (@dasniko) Java EE and Node.js Performance
1959	Developer Interview (#DI14) Corinne Krych (@corinnekrych) about Swift, AeroGear, OAuth and Keycloak
1960	Developer Interview (#DI 12) - Henryk Konsek (@hekonsek) about Camel on Docker
1961	Developer Interview (#DI 10) - Gorkem Ercan (@gorkemercan) about Mobile Dev with JBDS and Cordova
1962	Developer Interview (#DI 9) - Antoine Sabot-Durand (@antoine_sd) about CDI 2.0 and Java EE 8
1963	Geert Schuring (@geertschuring) about Fuse, Tinkerforge with Apache Camel and Open Source
1964	Developer Interview (#DI 5) Jeff Genender (@jgenender) about Apache, Karaf, Data and Integration
1965	Developer Interviews (#DI 4) Stan Lewis (@gashcrumb) about #hawtio
1966	Developer Interviews (DI 2) Claus Ibsen About all Things Camel
1967	NetBeans Now Knows WildFly
1968	JavaOne 2015 - Jason Porter - Standardized Extension-Building in Java EE with CDI and JCA
1969	JavaOne 2015 - Aslak Knutsen - Taming Microservices Testing with Arquillian
1970	JavaOne 2015 -  Rafael Benevides & Markus Eisele -  Docker for Java EE Developers
1971	JavaOne 2015 - Christine Flood -  Shenandoah: An Ultralow-Pause-Time Garbage Collector for OpenJDK
1972	JavaOne 2015 -  Rafael Benevides -  Apache DeltaSpike, the CDI Toolbox
1973	JavaOne 2015 - Sebastien Blanc - Securing Web Applications: A Practical Guide
1974	JavaOne 2015 - Ken Finnigan - WildFly Swarm and Netflix OSS: The Perfect Union?
1975	JavaOne 2015 - Sanne Grinovero - Apache Lucene for Java EE Developers
1976	JavaOne 2015 - Ken Finnigan -  Java EE 7 Applications as a Microservice with WildFly Swarm
1977	JavaOne 2015 - Sebastien Blanc - Building a Mobile Application in 24 Minutes
1978	Helloworld Microservices Introduction
1979	2015 JBoss Red Hat Keynote Demo
1980	DevNation 2014 - Jack Britton & Kenny Peeples - Using Red Hat JBoss Fuse on OpenShift
1981	DevNation 2014 - Mark McLoughlin & Monty Taylor - Focus on Continuous Integration
1982	DevNation 2014 - Anton Arhipov - 1000 years of productivity: The JRebel Story
1983	DevNation 2014 - Michael Cirioli & Anil Saldhana - Securing Java Apps with PicketLink & JBoss EAP
1984	DevNation 2014 - Adam Miller & Mike McGrath - OpenShift Origin to OpenShift Online
1985	DevNation 2014 - Lukáš Fryč - Mobile Web Development: Workflow and Best Practices
1986	DevNation 2014 - Stan Lewis - hawtio: The Extensible Console for Managing Your Java Stuff
1987	DevNation 2014 - Mauricio Leal - Enhancing Mobile User Experience with WebSocket
1988	DevNation 2014 - Will Cohen - Recipes to Analyze Common Performance Issues
1989	DevNation 2014 - Paul Bakker - OSGi by Example
1990	DevNation 2014 - Colin Charles - MariaDB for DevOps
1991	DevNation 2014 - Markus Eisele - JavaScript on Java EE
1992	DevNation 2014 - Brian Leathem - Hands-on with the jQuery UI Widget Factory
1993	DevNation 2014 - Grant Shipley - Full-stack Javascript from Mobile to Cloud
1994	DevNation 2014 - Donnie Berkholz - Distros Failed Us. Now What?
1995	DevNation 2014 - Mike Milinkovich - Browser-Based Development and the Internet of Things
1996	DevNation 2014 - Jeff Markham - YARN: Connecting Hadoop and Red Hat JBoss EAP
1997	DevNation 2014 - Paul Morie - Writing OpenShift Cartridges: The Basics
1998	DevNation 2014 - Tim Fox - High-Performance Reactive Applications with Vert.x
1999	DevNation 2014 - Pat McDonough - Interactive Big Data Applications with Apache Spark
2000	DevNation 2014 - Solomon Hykes et al. - Q&A with the Docker Team
2001	DevNation 2014 - Dan Walsh - Secure Linux Containers or 'Dockah Dockah Dockah'
2002	DevNation 2014 - Catherine Robson - User Experience Bootcamp
2003	DevNation 2014 - Slavek Kabrda - DevAssistant: What's in it for You?
2004	DevNation 2014 - Paul Robinson - Bringing Transactional Guarantees to MongoDB
2005	DevNation 2014 - James Strachan - Apache Camel in the Clouds
2006	DevNation 2014 - Scott Cranton & Scott McCarty - Resilient Enterprise Messaging with JBoss A-MQ
2007	DevNation 2014 - Jason Greene - JVM Finalize Pitfalls: How to Avoid the Danger
2008	DevNation 2014 - Scott McClellan - Hadoop and Beyond
2009	DevNation 2014 - Louis Zuckerman  - GlusterFS & Java
2010	DevNation 2014 - Arun Gupta - 50 New Features of Java EE 7 in 50 Minutes
2011	DevNation 2014 - Brian Gollaher - Developing Applications for Red Hat Enterprise Linux
2012	DevNation 2014 - Jeremy Edberg - How Netflix Uses DevOps for Reliability and Developer Velocity
2013	DevNation 2014 - Pete Muir - Building an Enterprise App from Scratch
2014	DevNation 2014 - Gene Kim - Afternoon Keynote: Why Everyone Needs DevOps Now
2015	DevNation 2014 - Neal Ford - Opening Keynote: Agile Architecture and Design
2016	DevNation 2015 - Duncan Doyle, Tristan Tarrant - Cross-region cloud deployments with Infinispan
2017	DevNation 2015 - Xavier Coulon - Using lambda expressions to query a data store
2018	DevNation 2015 - Vincent Batts - Golang: The good, the bad, & the ugly
2019	DevNation 2015 - Lincoln Baxter & George Gastaldi - Automate development with JBoss Forge
2020	DevNation 2015 - Steve Pousty - Introduction to PaaS for application developers
2021	DevNation 2015 - Jeremy Davis - Modern Javascript for Java developers
2022	DevNation 2015 - Knutsen, Majsak - Taming microservices testing with Docker & Arquillian Cube
2023	Microservices & you: Practical Introduction
2024	DevNation 2015 - Xavier Coulon - Productive Java EE and HTML5 developement
2025	DevNation 2015 - Arun Gupta, Thomas Qvarnström - DevOps with java ee
2026	DevNation 2015 - Honza Horak - How to deliver multiple versions of application stacks
2027	DevNation 2015 - Jason Hibbets - Community building the open source way
2028	DevNation 2015 - Adam Koblentz - Develop anywhere--even the cloud
2029	DevNation 2015 - Christina Lin - Get to know Camel in 40 minutes
2030	DevNation 2015 - Peter Muir & Paul Robinson - Continuous delivery, with a side order of DevOps
2031	DevNation 2015 - Jennifer Krieger - So you want to be a DevOps engineer?
2032	DevNation 2015 - Matt Newsome - Red Hat Enterprise Linux C++ Toolchains
2033	DevNation 2015 - Christine Flood - Shenandoah: An ultra-low pause time garbage collector for OpenJDK
2034	DevNation 2015 - Bruno Oliveira da Silva - Securing mobile applications
2035	DevNation 2015 - Ethan Gafford - Integrating elastic data analysis with Openstack Sahara
2036	DevNation 2015 - Görn, Pavlín & Weitekamp - From the Nulecule Nest to an Atomic App
2037	DevNation 2015 - Scott Stark & Burr Sutter - Developing for the Internet of Things
2038	DevNation 2015 - Jay Balunas - Push the future with Webpush, the IoT, embedded, & industry standards
2039	DevNation 2015 - Ryan King - Devops in a container world: panel discussion
2040	DevNation 2015 - Mark Proctor - Practical rules & working with drools
2041	DevNation 2015 - Christian Posta & Charles Moulliard - Continuous delivery with Fuse on Openshift
2042	DevNation 2015 - Paulus Bakker & Sander Mak - Provisioning the Internet of Things
2043	DevNation 2015 - Gil Tene & John Kaczala - Duct-tape-free reactive java application
2044	DevNation 2015 - DeKoenigsberg & Christoffersen - Seamlessly integrating cloud technologies
